"Local Area (2011 LSOA)","Name","Overall rank(2019)","Quintile","Income(2019)","Quintile","Employment(2019)","Quintile","Health(2019)","Quintile","Education(2019)","Quintile","Access to Services(2019)","Quintile","Housing(2019)","Quintile","Community Safety(2019)","Quintile","Physical Environment(2019)","Quintile",
"W01000954","W01000954 - Resolven 2","1023","50% least deprived","1023","50% least deprived","960","50% least deprived","693","31%-50% most deprived","551","21%-30% most deprived","1632","50% least deprived","1040","50% least deprived","1366","50% least deprived","699","31%-50% most deprived",
"W01000955","W01000955 - Rhos 1","1333","50% least deprived","1080","50% least deprived","1013","50% least deprived","1258","50% least deprived","1393","50% least deprived","587","31%-50% most deprived","1671","50% least deprived","1530","50% least deprived","1241","50% least deprived",
"W01000956","W01000956 - Rhos 2","1646","50% least deprived","1589","50% least deprived","1350","50% least deprived","1331","50% least deprived","1588","50% least deprived","1386","50% least deprived","1494","50% least deprived","1825","50% least deprived","708","31%-50% most deprived",
"W01000957","W01000957 - Sandfields East 1","132","10% most deprived","109","10% most deprived","63","10% most deprived","139","10% most deprived","248","11%-20% most deprived","618","31%-50% most deprived","1094","50% least deprived","458","21%-30% most deprived","1748","50% least deprived",
"W01000958","W01000958 - Sandfields East 2","76","10% most deprived","74","10% most deprived","79","10% most deprived","52","10% most deprived","69","10% most deprived","723","31%-50% most deprived","909","31%-50% most deprived","628","31%-50% most deprived","1057","50% least deprived",
"W01000959","W01000959 - Sandfields East 3","1092","50% least deprived","933","31%-50% most deprived","806","31%-50% most deprived","926","31%-50% most deprived","807","31%-50% most deprived","1481","50% least deprived","1487","50% least deprived","593","31%-50% most deprived","1523","50% least deprived",
"W01000960","W01000960 - Sandfields East 4","348","11%-20% most deprived","372","11%-20% most deprived","216","11%-20% most deprived","276","11%-20% most deprived","365","11%-20% most deprived","1135","50% least deprived","915","31%-50% most deprived","702","31%-50% most deprived","792","31%-50% most deprived",
"W01000961","W01000961 - Sandfields West 1","307","11%-20% most deprived","286","11%-20% most deprived","353","11%-20% most deprived","315","11%-20% most deprived","150","10% most deprived","662","31%-50% most deprived","1064","50% least deprived","984","50% least deprived","625","31%-50% most deprived",
"W01000962","W01000962 - Sandfields West 2","55","10% most deprived","82","10% most deprived","75","10% most deprived","20","10% most deprived","43","10% most deprived","482","21%-30% most deprived","714","31%-50% most deprived","738","31%-50% most deprived","613","31%-50% most deprived",
"W01000963","W01000963 - Sandfields West 3","124","10% most deprived","112","10% most deprived","159","10% most deprived","122","10% most deprived","84","10% most deprived","450","21%-30% most deprived","773","31%-50% most deprived","685","31%-50% most deprived","1172","50% least deprived",
"W01000964","W01000964 - Sandfields West 4","115","10% most deprived","191","10% most deprived","171","10% most deprived","76","10% most deprived","26","10% most deprived","540","21%-30% most deprived","1061","50% least deprived","384","21%-30% most deprived","1056","50% least deprived",
"W01000965","W01000965 - Seven Sisters","522","21%-30% most deprived","622","31%-50% most deprived","526","21%-30% most deprived","432","21%-30% most deprived","203","11%-20% most deprived","1073","50% least deprived","858","31%-50% most deprived","1269","50% least deprived","1054","50% least deprived",
"W01000966","W01000966 - Tai-bach 1","523","21%-30% most deprived","548","21%-30% most deprived","403","21%-30% most deprived","610","31%-50% most deprived","420","21%-30% most deprived","889","31%-50% most deprived","830","31%-50% most deprived","626","31%-50% most deprived","961","50% least deprived",
"W01000967","W01000967 - Tai-bach 2","182","10% most deprived","224","11%-20% most deprived","132","10% most deprived","181","10% most deprived","107","10% most deprived","1589","50% least deprived","778","31%-50% most deprived","548","21%-30% most deprived","278","11%-20% most deprived",
"W01000968","W01000968 - Tai-bach 3","751","31%-50% most deprived","728","31%-50% most deprived","720","31%-50% most deprived","751","31%-50% most deprived","452","21%-30% most deprived","1498","50% least deprived","1131","50% least deprived","1131","50% least deprived","206","11%-20% most deprived",
"W01000969","W01000969 - Tonna 1","1672","50% least deprived","1599","50% least deprived","1403","50% least deprived","1368","50% least deprived","1664","50% least deprived","903","31%-50% most deprived","1711","50% least deprived","1808","50% least deprived","1442","50% least deprived",
"W01000970","W01000970 - Tonna 2","722","31%-50% most deprived","828","31%-50% most deprived","697","31%-50% most deprived","612","31%-50% most deprived","599","31%-50% most deprived","795","31%-50% most deprived","495","21%-30% most deprived","1705","50% least deprived","504","21%-30% most deprived",
"W01000971","W01000971 - Trebanos","872","31%-50% most deprived","845","31%-50% most deprived","744","31%-50% most deprived","729","31%-50% most deprived","711","31%-50% most deprived","961","50% least deprived","841","31%-50% most deprived","1300","50% least deprived","756","31%-50% most deprived",
"W01000973","W01000973 - Ystalyfera 2","372","11%-20% most deprived","383","21%-30% most deprived","296","11%-20% most deprived","207","11%-20% most deprived","445","21%-30% most deprived","1230","50% least deprived","1065","50% least deprived","868","31%-50% most deprived","365","11%-20% most deprived",
"W01000974","W01000974 - Aberkenfig","1174","50% least deprived","1248","50% least deprived","1144","50% least deprived","813","31%-50% most deprived","1096","50% least deprived","1518","50% least deprived","759","31%-50% most deprived","1237","50% least deprived","189","10% most deprived",
"W01000975","W01000975 - Bettws (Bridgend)","143","10% most deprived","140","10% most deprived","206","11%-20% most deprived","31","10% most deprived","82","10% most deprived","769","31%-50% most deprived","1310","50% least deprived","997","50% least deprived","1714","50% least deprived",
"W01000976","W01000976 - Blackmill 1","346","11%-20% most deprived","318","11%-20% most deprived","219","11%-20% most deprived","527","21%-30% most deprived","350","11%-20% most deprived","614","31%-50% most deprived","417","21%-30% most deprived","906","31%-50% most deprived","1805","50% least deprived",
"W01000977","W01000977 - Blackmill 2","392","21%-30% most deprived","311","11%-20% most deprived","397","21%-30% most deprived","307","11%-20% most deprived","343","11%-20% most deprived","434","21%-30% most deprived","975","50% least deprived","1281","50% least deprived","1667","50% least deprived",
"W01000978","W01000978 - Blaengarw","527","21%-30% most deprived","625","31%-50% most deprived","625","31%-50% most deprived","213","11%-20% most deprived","695","31%-50% most deprived","1237","50% least deprived","146","10% most deprived","1285","50% least deprived","1196","50% least deprived",
"W01000979","W01000979 - Brackla 1","1332","50% least deprived","1033","50% least deprived","1139","50% least deprived","963","50% least deprived","1091","50% least deprived","1228","50% least deprived","1685","50% least deprived","1667","50% least deprived","830","31%-50% most deprived",
"W01000980","W01000980 - Brackla 2","934","31%-50% most deprived","880","31%-50% most deprived","801","31%-50% most deprived","626","31%-50% most deprived","850","31%-50% most deprived","957","50% least deprived","1656","50% least deprived","1396","50% least deprived","429","21%-30% most deprived",
"W01000981","W01000981 - Brackla 3","60","10% most deprived","58","10% most deprived","36","10% most deprived","5","10% most deprived","355","11%-20% most deprived","370","11%-20% most deprived","1592","50% least deprived","763","31%-50% most deprived","533","21%-30% most deprived",
"W01000982","W01000982 - Brackla 4","1302","50% least deprived","935","31%-50% most deprived","1068","50% least deprived","1106","50% least deprived","1189","50% least deprived","1795","50% least deprived","1476","50% least deprived","1008","50% least deprived","520","21%-30% most deprived",
"W01000983","W01000983 - Brackla 5","1639","50% least deprived","1333","50% least deprived","1571","50% least deprived","1229","50% least deprived","1346","50% least deprived","1401","50% least deprived","1863","50% least deprived","1751","50% least deprived","1063","50% least deprived",
"W01000984","W01000984 - Brackla 6","1507","50% least deprived","1071","50% least deprived","1330","50% least deprived","1303","50% least deprived","1251","50% least deprived","1097","50% least deprived","1832","50% least deprived","1797","50% least deprived","1260","50% least deprived",
"W01000985","W01000985 - Brackla 7","1785","50% least deprived","1846","50% least deprived","1801","50% least deprived","1421","50% least deprived","1696","50% least deprived","1316","50% least deprived","1898","50% least deprived","1899","50% least deprived","586","31%-50% most deprived",
"W01000986","W01000986 - Bryncethin","1135","50% least deprived","1085","50% least deprived","1065","50% least deprived","689","31%-50% most deprived","970","50% least deprived","737","31%-50% most deprived","1728","50% least deprived","931","31%-50% most deprived","1222","50% least deprived",
"W01000987","W01000987 - Bryncoch","581","31%-50% most deprived","543","21%-30% most deprived","681","31%-50% most deprived","446","21%-30% most deprived","409","21%-30% most deprived","1109","50% least deprived","762","31%-50% most deprived","1206","50% least deprived","399","21%-30% most deprived",
"W01000989","W01000989 - Bryntirion Laleston and Merthyr Mawr 2","1683","50% least deprived","1517","50% least deprived","1663","50% least deprived","1548","50% least deprived","1526","50% least deprived","931","31%-50% most deprived","1544","50% least deprived","1013","50% least deprived","1678","50% least deprived",
"W01000990","W01000990 - Bryntirion Laleston and Merthyr Mawr 3","408","21%-30% most deprived","419","21%-30% most deprived","242","11%-20% most deprived","123","10% most deprived","791","31%-50% most deprived","706","31%-50% most deprived","1483","50% least deprived","1429","50% least deprived","1352","50% least deprived",
